Name,City,State,Rank,Category
"University College, Thiruvananthapuram",Thiruvananthapuram,Kerala,22,College
Lady Irwin College,Delhi,Delhi,23,College
Ramakrishna Mission Residential College,Kolkata,West Bengal,24,College
"St. Joseph's College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,25,College
Deen Dayal Upadhyaya College,New Delhi,Delhi,26,College
Bhaskaracharya College of Applied Sciences,New Delhi,Delhi,27,College
V.O. Chidambaram College,Thoothukudi,Tamil Nadu,28,College
Maitreyi College,New Delhi,Delhi,29,College
Stella Maris College for Women,Chennai,Tamil Nadu,30,College
Gargi College,Delhi,Delhi,31,College
Midnapore College,Midnapore,West Bengal,32,College
Bishop Heber College,Tiruchirappalli,Tamil Nadu,33,College
Dyal Singh College,New Delhi,Delhi,34,College
Pachhunga University College,Aizawl,Mizoram,35,College
"St. Xavier's College, Palayamkottai",Palayamkottai,Tamil Nadu,36,College
Sri Krishna Arts and Science College,Coimbatore,Tamil Nadu,37,College
Shaheed Rajguru College of Applied Sciences for Women,Delhi,Delhi,38,College
Jesus & Mary College,New Delhi,Delhi,39,College
Sri Guru Gobind Singh College of Commerce,Delhi,Delhi,39,College
"Holy Cross College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,41,College
"Nesamony Memorial Christian College, Marthandam, Kanyakumari Dist.",Marthandam,Tamil Nadu,42,College
Kamala Nehru College,Delhi,Delhi,43,College
Dhanalakshmi Srinivasan College of Arts and Science for Women,Perambalur,Tamil Nadu,44,College
Fergusson College (Autonomous),Pune,Maharashtra,45,College
"St. Teresa's College, Ernakulam",Ernakulam,Kerala,46,College
Sacred Heart College (Autonomous),Tirupattur,Tamil Nadu,47,College
Sacred Heart College,Kochi,Kerala,48,College
Shivaji College,Delhi,Delhi,49,College
"Govt. College for Women, Thiruvananthapuram",Thiruvananthapuram,Kerala,49,College
Govt Home Science College,Chandigarh,Chandigarh,51,College
Kongunadu Arts and Science College,Coimbatore,Tamil Nadu,52,College
"Maharaja's College, Ernakulam",Ernakulam,Kerala,53,College
The American College,Madurai,Tamil Nadu,54,College
St. Joseph`s College of Commerce,Bengaluru,Karnataka,55,College
Sri Ramakrishna College of Arts and Science,Coimbatore,Tamil Nadu,56,College
"St. Thomas College, Thrissur",Thrissur,Kerala,57,College
St. Aloysius College,Mangaluru,Karnataka,58,College
"Jamal Mohamed College, Tiruchirappalli",Tiruchirappalli,Tamil Nadu,59,College
Kristu Jayanti College,Bengaluru,Karnataka,60,College
"St. Joseph`s College, Devagiri",Kozhikode,Kerala,61,College
Bishop Moore College,Alappuzha,Kerala,62,College
Ayya Nadar Janaki Ammal College,Sivakasi,Tamil Nadu,63,College
"Government Institute of Science, Nagpur",Nagpur,Maharashtra,64,College
Ramanujan College,New Delhi,Delhi,65,College
Mar Ivanios College,Thiruvananthapuram,Kerala,66,College
Women`s Christian College,Chennai,Tamil Nadu,67,College
Government Arts College,Coimbatore,Tamil Nadu,67,College
"S.B. College, Changanassery",Kottayam,Kerala,69,College
Goswami Ganesh Dutta S.D. College,Chandigarh,Chandigarh,70,College
Queen Mary`s College,Chennai,Tamil Nadu,71,College
Daulat Ram College,Delhi,Delhi,72,College
Madras School of Social Work,Chennai,Tamil Nadu,73,College
Mar Athanasius College,Kothamangalam,Kerala,74,College
Dr. N. G. P. Arts and Science College,Coimbatore,Tamil Nadu,75,College
Alagappa Government Arts College,Karaikudi,Tamil Nadu,76,College
Kanchi Mamunivar Govt. Institute for Postgraduate Studies and Research,PUDUCHERRY,Pondicherry,77,College
A.P.C. Mahalaxmi College for Women,Thoothukkudi,Tamil Nadu,78,College
Ethiraj College for Women,Chennai,Tamil Nadu,79,College
"Vimala College, Thrissur",Thrissur,Kerala,80,College
"S S Jain Subodh P G College, Jaipur",Jaipur,Rajasthan,81,College
National College,Tiruchirappalli,Tamil Nadu,82,College
Sri Ramakrishna Mission Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu,82,College
Government Victoria College,Palakkad,Kerala,84,College
St. Joseph's College,Thrissur,Kerala,85,College
Maharaja Agrasen College,Delhi,Delhi,86,College
"M S Ramaiah College of Arts, Science, and Commerce",Bengaluru,Karnataka,87,College
Scottish Church College,Kolkata,West Bengal,88,College
Guru Nanak College,Chennai,Tamil Nadu,89,College
St. Xavier`s College,Mumbai,Maharashtra,89,College
Bethune College,Kolkata,West Bengal,91,College
CMS College Kottayam,Kottayam,Kerala,92,College
Keshav Mahavidyalya,Delhi,Delhi,93,College
Dr. S. N. S. Rajalakshmi College of Arts and Science,Coimbatore,Tamil Nadu,94,College
Virudhunagar Hindu Nadars Senthikumara Nadar College,Virudhunagar,Tamil Nadu,95,College
Government Arts College,Kumbakonam,Tamil Nadu,96,College
Delhi College of Arts and Commerce,South West,Delhi,97,College
Sadakathullah Appa College,Tirunelveli,Tamil Nadu,98,College
Shri Shivaji Science College,Amravati,Maharashtra,99,College
Scott Christian College,Nagercoil,Tamil Nadu,100,College
A. V. C. College,Mayiladuthurai,Tamil Nadu,101-150,College
Andhra Loyola College,Vijayawada,Andhra Pradesh,101-150,College
"Bharata Matha College, Thrikkakara P.O. 682 021",Ernakulam,Kerala,101-150,College
Christ College (Autonomous),Thrissur,Kerala,101-150,College
College of Social Work Nirmala Niketan 38 New Marine Lines Mumbai - 400 020,Mumbai,Maharashtra,101-150,College
D.A.V.College,Chandigarh- (U.T),Chandigarh,101-150,College
"Devamatha College, Kuravilangad-686633",Kottayam,Kerala,101-150,College
DG Vaishnav College,Chennai,Tamil Nadu,101-150,College
"Farook College, Kozhikkode",Kozhikode,Kerala,101-150,College
Fatima College,Madurai,Tamil Nadu,101-150,College
Government Arts College,Salem,Tamil Nadu,101-150,College
"Government Bikram College of Commerce, Patiala",Patiala,Punjab,101-150,College
Government Brennen College,Kannur,Kerala,101-150,College
"Government College, Attingal",Thiruvananthapuram,Kerala,101-150,College
"Govt. Arts & Science College, Meenchanda",Kozhikode,Kerala,101-150,College
"Govt. College, Nattakom, Kottayam-686013",Kottayam,Kerala,101-150,College
Hindusthan College of Arts and Science,Coimbatore,Tamil Nadu,101-150,College
Holy Cross College,Nagercoil,Tamil Nadu,101-150,College
I.C. College of Community Science,Hisar,Haryana,101-150,College
Indraprastha College for Women,Delhi,Delhi,101-150,College
Kamaraj College,Thoothukkudi,Tamil Nadu,101-150,College
Lady Doak College,Madurai,Tamil Nadu,101-150,College
Madura College,Madurai,Tamil Nadu,101-150,College
Mahatma Gandhi Government Arts College,Mahe,Pondicherry,101-150,College
Mehr Chand Mahajan D.A.V. College for Women,Chandigarh,Chandigarh,101-150,College
N. G. M. College,Pollachi,Tamil Nadu,101-150,College
Nehru Arts and Science College,Coimbatore,Tamil Nadu,101-150,College
"Nizam College, Basheerbagh",Hyderabad,Telangana,101-150,College
Patkai Christian College,Dimapur,Nagaland,101-150,College
Patna Women's College,Patna,Bihar,101-150,College
Prince Shri Venkateshwara Arts and Science College,Chennai,Tamil Nadu,101-150,College
"PSMO College, Thirurangadi",Malappuram,Kerala,101-150,College
Raja Narendra Lal Khan Women's College - Autonomous,Midnapore,West Bengal,101-150,College
"Rajah Serfoji Government College, Thanjavur - 613 005",Thanjavur,Tamil Nadu,101-150,College
Rajdhani College,West,Delhi,101-150,College
"Sarah Tucker College, Perumalpuram, Palayamkottai - 627 011",Tirunelveli,Tamil Nadu,101-150,College
SDNB Vaishnav College,Chennai,Tamil Nadu,101-150,College
Shaheed Bhagat Singh College,New Delhi,Delhi,101-150,College
Shaheed Bhagat Singh College (Evening),Delhi,Delhi,101-150,College
Shaheed Sukhdev College of Business Studies,New Delhi,Delhi,101-150,College
Shri M. V. & Smt. N. V. Virani Science College,Rajkot,Gujarat,101-150,College
Shyam Lal College,Delhi,Delhi,101-150,College
Sri Aurobindo College,South,Delhi,101-150,College
Sri Guru Tegh Bahadur Khalsa College,Delhi,Delhi,101-150,College
Sri Krishna Adithya College of Arts and Science,Coimbatore,Tamil Nadu,101-150,College
Sri Sarada College for Women (Autonomous),Salem,Tamil Nadu,101-150,College
St. Francis College for Women,Hyderabad,Telangana,101-150,College
St. Xavier's College,Ahmedabad,Gujarat,101-150,College
Union Christian College,Ernakulam,Kerala,101-150,College
Vellalar College for Women,Erode,Tamil Nadu,101-150,College
"Women's Christian College, Nagercoil - 629 001",Nagercoil,Tamil Nadu,101-150,College
Ahmednagar Jilha Maratha Vidya Prasarak Samaj`s New Arts Commerce & Science College,Ahmednagar,Maharashtra,151-200,College
Anna Adarsh College for Women,Chennai,Tamil Nadu,151-200,College
Aryabhatta College,Delhi,Delhi,151-200,College
"Baselius College, Kottayam-686 001",Kottayam,Kerala,151-200,College
Bharathi Womens College,Chennai,Tamil Nadu,151-200,College
"Bhavans Vivekananda College of Science, Humanities and Commerce",SECUNDERABAD,Telangana,151-200,College
Bon Secours College for Women,Thanjavur,Tamil Nadu,151-200,College
C.Abdul Hakeem College,Melvisharam,Tamil Nadu,151-200,College
Catholicate College,Pathanamthitta,Kerala,151-200,College
"Cauvery College for Women, Annamalai Nagar, Tiruchirappalli - 620 018",Tiruchirappalli,Tamil Nadu,151-200,College
Dempo Charities Trust Dhempe College of Arts & Science,PANAJI,Goa,151-200,College
"Government College for Women, Kumbakonam",KUMBAKONAM - 612 001,Tamil Nadu,151-200,College
"Government College for Women, Parade Ground , Jammu",Jammu & Kashmir,Jammu and Kashmir,151-200,College
"Govt.College, Nedumangad",Thiruvananthapuram,Kerala,151-200,College
Indira Gandhi College of Arts   and Science,Puducherry,Pondicherry,151-200,College
Justice Basher Ahmed Sayeed College for Women,Chennai,Tamil Nadu,151-200,College
Kalindi College,Delhi,Delhi,151-200,College
Kumaraguru college of Liberal Arts and Science,Coimbatore,Tamil Nadu,151-200,College
Kunthavai Naacchiyaar Government Arts College for Women,Thanjavur,Tamil Nadu,151-200,College
Loreto College,Kolkata,West Bengal,151-200,College
Maharaja Surajmal Institute,West,Delhi,151-200,College
"Marian College, Kuttikanam P.O. Peermade-685 531",Kuttikanam,Kerala,151-200,College
Mata Sundri College for Women,New Delhi,Delhi,151-200,College
Mercy College,Palakkad,Kerala,151-200,College
"MG College, Thiruvananthapuram",Thiruvananthapuram,Kerala,151-200,College
MOP Vaishnav College for Women,Chennai,Tamil Nadu,151-200,College
Mount Carmel College (Autonomous),Bengaluru,Karnataka,151-200,College
Nehru Arts & Science College,Kasaragod,Kerala,151-200,College
Nirmala College for Women,Coimbatore,Tamil Nadu,151-200,College
"Nirmala College, Muvattupuzha - 686 661",Ernakulam,Kerala,151-200,College
Nirmalagiri College,Kannur,Kerala,151-200,College
"Payyannur College, Payyannur,PO-Edat",Payyanur,Kerala,151-200,College
PGDAV College,New Delhi,Delhi,151-200,College
Ponda Education Society Shri Ravi S. Naik College of Arts and Science,North Goa,Goa,151-200,College
Rathinam College of Arts and Science,Coimbatore,Tamil Nadu,151-200,College
"S.T. Hindu College, Nagercoil - 629 002",Nagercoil,Tamil Nadu,151-200,College
Satyawati College,DELHI,Delhi,151-200,College
"Sree Kerala Varma College, Thrissur",Thrissur,Kerala,151-200,College
"Sree Narayana College, Kollam",Kollam,Kerala,151-200,College
"Sree Neelakanda Govt. Sanskrit College, Pattambi",Palakkad,Kerala,151-200,College
Sri Nehru Maha Vidyalaya College of Arts and Science,Coimbatore,Tamil Nadu,151-200,College
Sri Ramakrishna College of Arts & Science for Women,Coimbatore,Tamil Nadu,151-200,College
St. Ann`s College for Women,HYDERABAD,Telangana,151-200,College
"St. Joseph's College for Women, Alappuzha",Alappuzha,Kerala,151-200,College
"St. Xavier's College for Women, Aluva - 683 101",Aluva,Kerala,151-200,College
"Sullamussalam Science College, Areakkode",Areekode,Kerala,151-200,College
Thanthai Periyar Government Arts and Science College (Autonomous),Tiruchirappalli,Tamil Nadu,151-200,College
The New College,Chennai,Tamil Nadu,151-200,College
Thiruvalluvar Government Arts College,Namakkal,Tamil Nadu,151-200,College
"Indian Institute of Science, Bengaluru",Bengaluru,Karnataka,1,Research
Indian Institute of Technology Madras,Chennai,Tamil Nadu,2,Research
Indian Institute of Technology Delhi,New Delhi,Delhi,3,Research
Indian Institute of Technology Bombay,Mumbai,Maharashtra,4,Research
Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,5,Research
Homi Bhabha National Institute,Mumbai,Maharashtra,6,Research
Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,7,Research
All India Institute of Medical Sciences Delhi,New Delhi,Delhi,8,Research
Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,9,Research
Indian Institute of Technology Guwahati,Guwahati,Assam,10,Research
Academy of Scientific and Innovative Research,Ghaziabad,Uttar Pradesh,11,Research
Tata Institute of Fundamental Research,Mumbai,Maharashtra,12,Research
Vellore Institute of Technology,Vellore,Tamil Nadu,13,Research
University of Delhi,Delhi,Delhi,14,Research
Indian Institute of Technology Hyderabad,Hyderabad,Telangana,15,Research
Banaras Hindu University,Varanasi,Uttar Pradesh,16,Research
Anna University,Chennai,Tamil Nadu,17,Research
Jawaharlal Nehru University,New Delhi,Delhi,18,Research
Jamia Millia Islamia,New Delhi,Delhi,19,Research
Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,20,Research
Jadavpur University,Kolkata,West Bengal,21,Research
Indian Institute of Technology (Indian School of Mines) Dhanbad,Dhanbad,Jharkhand,22,Research
"Manipal Academy of Higher Education, Manipal",Manipal,Karnataka,23,Research
S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,24,Research
Aligarh Muslim University,Aligarh,Uttar Pradesh,25,Research
"Birla Institute of Technology and Science, Pilani",Pilani,Rajasthan,26,Research
Indian Institute of Technology Indore,Indore,Madhya Pradesh,27,Research
University of Hyderabad,Hyderabad,Telangana,28,Research
Indian Institute of Science Education and Research Pune,Pune,Maharashtra,29,Research
National Institute of Technology Rourkela,Rourkela,Odisha,30,Research
National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,31,Research
Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,32,Research
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,33,Research
Jawaharlal Nehru Centre for Advanced Scientific Research,Bengaluru,Karnataka,34,Research
Panjab University,Chandigarh,Chandigarh,35,Research
Calcutta University,Kolkata,West Bengal,36,Research
Indian Agricultural Research Institute,New Delhi,Delhi,37,Research
Indian Institute of Science Education and Research Kolkata,Mohanpur,West Bengal,38,Research
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,39,Research
Institute of Chemical Technology,Mumbai,Maharashtra,40,Research
Bharathiar University,Coimbatore,Tamil Nadu,41,Research
"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,42,Research
"National Institute of Mental Health and Neuro Sciences, Bangalore",Bengaluru,Karnataka,43,Research
Lovely Professional University,Phagwara,Punjab,44,Research
Indian Institute of Technology Ropar,Rupnagar,Punjab,45,Research
Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,46,Research
Amity University,Gautam Budh Nagar,Uttar Pradesh,47,Research
Bharathidasan University,Tiruchirappalli,Tamil Nadu,48,Research
Indian Institute of Science Education and Research Mohali,Mohali,Punjab,49,Research
Siksha `O` Anusandhan,Bhubaneswar,Odisha,50,Research
Indian Institute of Technology Madras,Chennai,Tamil Nadu,1,Engineering
Indian Institute of Technology Delhi,New Delhi,Delhi,2,Engineering
Indian Institute of Technology Bombay,Mumbai,Maharashtra,3,Engineering
Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,4,Engineering
Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,5,Engineering
Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,6,Engineering
Indian Institute of Technology Guwahati,Guwahati,Assam,7,Engineering
Indian Institute of Technology Hyderabad,Hyderabad,Telangana,8,Engineering
National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,9,Engineering
Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,10,Engineering
Vellore Institute of Technology,Vellore,Tamil Nadu,11,Engineering
Jadavpur University,Kolkata,West Bengal,12,Engineering
S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,13,Engineering
Anna University,Chennai,Tamil Nadu,14,Engineering
Indian Institute of Technology (Indian School of Mines) Dhanbad,Dhanbad,Jharkhand,15,Engineering
Indian Institute of Technology Indore,Indore,Madhya Pradesh,16,Engineering
"National Institute of Technology Karnataka, Surathkal",Surathkal,Karnataka,17,Engineering
Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,18,Engineering
National Institute of Technology Rourkela,Rourkela,Odisha,19,Engineering
"Birla Institute of Technology and Science, Pilani",Pilani,Rajasthan,20,Engineering
National Institute of Technology Warangal,Warangal,Telangana,21,Engineering
Indian Institute of Technology Ropar,Rupnagar,Punjab,22,Engineering
Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,23,Engineering
Jamia Millia Islamia,New Delhi,Delhi,24,Engineering
National Institute of Technology Calicut,Kozhikode,Kerala,25,Engineering
Siksha `O` Anusandhan,Bhubaneswar,Odisha,26,Engineering
Delhi Technological University,New Delhi,Delhi,27,Engineering
Indian Institute of Technology Jodhpur,Jodhpur,Rajasthan,28,Engineering
Thapar Institute of Engineering and Technology (Deemed-to-be-university),Patiala,Punjab,29,Engineering
Amity University,Gautam Budh Nagar,Uttar Pradesh,30,Engineering
Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,31,Engineering
Chandigarh University,Mohali,Punjab,32,Engineering
Aligarh Muslim University,Aligarh,Uttar Pradesh,33,Engineering
Indian Institute of Technology Patna,Patna,Bihar,34,Engineering
Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,35,Engineering
Kalasalingam Academy of Research and Education,Srivilliputhur,Tamil Nadu,36,Engineering
Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,37,Engineering
Shanmugha Arts Science Technology and Research Academy,Thanjavur,Tamil Nadu,38,Engineering
Visvesvaraya National Institute of Technology Nagpur,Nagpur,Maharashtra,39,Engineering
National Institute of Technology Silchar,Silchar,Assam,40,Engineering
Institute of Chemical Technology,Mumbai,Maharashtra,41,Engineering
UPES,Dehradun,Uttarakhand,42,Engineering
Malaviya National Institute of Technology,Jaipur,Rajasthan,43,Engineering
National Institute of Technology Durgapur,Durgapur,West Bengal,44,Engineering
National Institute of Technology Delhi,Delhi,Delhi,45,Engineering
Sri Sivasubramaniya Nadar College of Engineering,Kalavakkam,Tamil Nadu,46,Engineering
International Institute of Information Technology Hyderabad,Hyderabad,Telangana,47,Engineering
Birla Institute of Technology,Ranchi,Jharkhand,48,Engineering
"Indian Institute of Engineering Science and Technology, Shibpur",Howrah,West Bengal,49,Engineering
Lovely Professional University,Phagwara,Punjab,50,Engineering
Indian Institute of Space Science and Technology,Thiruvananthapuram,Kerala,51,Engineering
Graphic Era University,Dehradun,Uttarakhand,52,Engineering
Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,53,Engineering
Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,54,Engineering
National Institute of Technology Patna,Patna,Bihar,55,Engineering
Manipal Institute of Technology,Manipal,Karnataka,56,Engineering
Netaji Subhas University of Technology (NSUT),Delhi,Delhi,57,Engineering
Dr. B R Ambedkar National Institute of Technology Jalandhar,Jalandhar,Punjab,58,Engineering
Sardar Vallabhbhai National Institute of Technology,SURAT,Gujarat,59,Engineering
Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,60,Engineering
Indian Institute of Technology Tirupati,YERPEDU,Andhra Pradesh,61,Engineering
Indian Institute of Technology Jammu,Jammu,Jammu and Kashmir,62,Engineering
Defence Institute of Advanced Technology,Pune,Maharashtra,63,Engineering
Indian Institute of Technology Palakkad,Palakkad,Kerala,64,Engineering
"Manipal University, Jaipur",Jaipur,Rajasthan,64,Engineering
Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,66,Engineering
PSG College of Technology,Coimbatore,Tamil Nadu,67,Engineering
National Institute of Technology Meghalaya,Shillong,Meghalaya,68,Engineering
Visvesvaraya Technological University,Belgaum,Karnataka,69,Engineering
University of Hyderabad,Hyderabad,Telangana,70,Engineering
National Institute of Technology Raipur,Raipur,Chhattisgarh,71,Engineering
Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh,72,Engineering
Indian Institute of Technology Bhilai,Raipur,Chhattisgarh,73,Engineering
International Institute of Information Technology Bangalore,Bengaluru,Karnataka,74,Engineering
M. S. Ramaiah Institute of Technology,Bengaluru,Karnataka,75,Engineering
Sant Longowal Institute of Engineering and Technology,Longowal,Punjab,76,Engineering
COEP Technological University,Pune,Maharashtra,77,Engineering
Banasthali Vidyapith,Banasthali,Rajasthan,78,Engineering
National Institute of Technology Srinagar,Srinagar,Jammu and Kashmir,79,Engineering
Rajiv Gandhi Institute of Petroleum Technology,Amethi,Uttar Pradesh,80,Engineering
National Institute of Technology Kurukshetra,Kurukshetra,Haryana,81,Engineering
National Institute of Technology Agartala,Agratala,Tripura,82,Engineering
Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu,83,Engineering
Madan Mohan Malaviya University of Technology,Gorakhpur,Uttar Pradesh,84,Engineering
Indraprastha Institute of Information Technology,New Delhi,Delhi,85,Engineering
Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu,86,Engineering
Indian Institute of Information Technology Allahabad,Prayagraj,Uttar Pradesh,87,Engineering
Jawaharlal Nehru Technological University,Hyderabad,Telangana,88,Engineering
Guru Gobind Singh Indraprastha University,New Delhi,Delhi,89,Engineering
AU College of Engineering (A),Visakhapatnam,Andhra Pradesh,90,Engineering
"Vignan's Foundation for Science, Technology and Research",Guntur,Andhra Pradesh,91,Engineering
Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,92,Engineering
Christ University,Bengaluru,Karnataka,93,Engineering
Chitkara University,Rajpura,Punjab,94,Engineering
"Jain University, Bangalore",Bengaluru,Karnataka,95,Engineering
"C.V. Raman Global University, Odisha",Bhubaneswar,Odisha,96,Engineering
National Institute of Technology Puducherry,Karaikal,Pondicherry,97,Engineering
SR University,Warangal,Telangana,98,Engineering
R.V. College of Engineering,Bengaluru,Karnataka,99,Engineering
Siddaganga Institute of Technology,Tumkur,Karnataka,100,Engineering
Amity University,North Twenty Four Parganas,West Bengal,101-150,Engineering
"Amity University Haryana, Gurgaon","Gurugram, Haryana",Haryana,101-150,Engineering
"Amity University Rajasthan,Jaipur",Jaipur,Rajasthan,101-150,Engineering
Atal Bihari Vajpayee Indian Institute of Information Technology and Management,Gwalior,Madhya Pradesh,101-150,Engineering
"Chandigarh Engineering College-CGC, Landran, Mohali",Mohali,Punjab,101-150,Engineering
Chennai Institute of Technology,Chennai,Tamil Nadu,101-150,Engineering
Coimbatore Institute of Technology,Coimbatore,Tamil Nadu,101-150,Engineering
"College of Engineering, Trivandrum",Thiruvananthapuram,Kerala,101-150,Engineering
Dr. Vishwanath Karad MIT World Peace University,Pune,Maharashtra,101-150,Engineering
Galgotias University,Gautam Budh Nagar,Uttar Pradesh,101-150,Engineering
Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh,101-150,Engineering
Goka Raju Ranga Raju Institute of Engineering & Technology,Hyderabad,Telangana,101-150,Engineering
Hindustan Institute of Technology and Science (HITS),Chennai,Tamil Nadu,101-150,Engineering
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",Chennai,Tamil Nadu,101-150,Engineering
Indian Institute of Technology Dharwad,Dharwad,Karnataka,101-150,Engineering
Jawaharlal Nehru Technological University,Kakinada,Andhra Pradesh,101-150,Engineering
Jaypee Institute of Information Technology,Noida,Uttar Pradesh,101-150,Engineering
Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu,101-150,Engineering
Kongu Engineering College,Perundurai,Tamil Nadu,101-150,Engineering
KPR Institute of Engineering and Technology,Coimbatore,Tamil Nadu,101-150,Engineering
Mahindra University,Hyderabad,Telangana,101-150,Engineering
Manav Rachna International Institute of Research and Studies,Faridabad,Haryana,101-150,Engineering
Maulana Abul Kalam Azad University of Technology,Nadia,West Bengal,101-150,Engineering
Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu,101-150,Engineering
"National Institute of Food Technology, Entrepreneurship and Management",Thanjavur,Tamil Nadu,101-150,Engineering
National Institute of Technology Arunachal Pradesh,Itanagar,Arunachal Pradesh,101-150,Engineering
National Institute of Technology Goa,Ponda,Goa,101-150,Engineering
National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh,101-150,Engineering
National Institute of Technology Manipur,Imphal,Manipur,101-150,Engineering
National Institute of Technology Mizoram,Aizawl,Mizoram,101-150,Engineering
National Institute of Technology Uttarakhand,Srinagar (Garhwal),Uttarakhand,101-150,Engineering
"National Institute of Technology, Jamshedpur",Jamshedpur,Jharkhand,101-150,Engineering
Nirma University,Ahmedabad,Gujarat,101-150,Engineering
Nitte Meenakshi Institute of Technology,Bengaluru,Karnataka,101-150,Engineering
Noida Institute of Engineering & Technology,Greater Noida,Uttar Pradesh,101-150,Engineering
Pandit Deendayal Energy University,Gandhinagar,Gujarat,101-150,Engineering
"Pandit Dwarka Prasad Mishra Indian Institute of Information Technology, Design and Manufacturing (IIITDM) Jabalpur",Jabalpur,Madhya Pradesh,101-150,Engineering
Panjab University,Chandigarh,Chandigarh,101-150,Engineering
PES University,Bengaluru,Karnataka,101-150,Engineering
PSG Institute of Technology and Applied Research,Coimbatore,Tamil Nadu,101-150,Engineering
"Punjab Engineering College (Deemed to be University), Chandigarh",Chandigarh,Chandigarh,101-150,Engineering
Rajalakshmi Engineering College,Chennai,Tamil Nadu,101-150,Engineering
Sharda University,Greater Noida,Uttar Pradesh,101-150,Engineering
Sri Sairam Engineering College,Kancheepuram,Tamil Nadu,101-150,Engineering
SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,101-150,Engineering
The Northcap University,Gurugram,Haryana,101-150,Engineering
Thiagarajar College of Engineering,Madurai,Tamil Nadu,101-150,Engineering
University College of Engineering,Hyderabad,Telangana,101-150,Engineering
"Veermata Jijabai Technological Institute,  (VJTI, Mumbai)",Mumbai,Maharashtra,101-150,Engineering
Vels Institute of Science Technology and Advanced Studies (VISTAS),Chennai,Tamil Nadu,101-150,Engineering
Annamalai University,Annamalainagar,Tamil Nadu,151-200,Engineering
Anurag University,Hyderabad,Telangana,151-200,Engineering
B. S. Abdur Rahman Crescent Institute of Science and Technology,Chennai,Tamil Nadu,151-200,Engineering
B.M.S. College of Engineering,Bengaluru,Karnataka,151-200,Engineering
Bansilal Ramnath Agarwal Charitable Trust`s Vishwakarama Institute of Technology,Pune,Maharashtra,151-200,Engineering
Bharati Vidyapeeth Deemed University College of Engineering,Pune,Maharashtra,151-200,Engineering
C M R Institute of Technology,Bengaluru,Karnataka,151-200,Engineering
Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana,151-200,Engineering
CVR College of Engineering,Ibrahimpatan,Telangana,151-200,Engineering
Dayalbagh Educational Institute,Agra,Uttar Pradesh,151-200,Engineering
Dr. D. Y. Patil Institute of Technology,Pune,Maharashtra,151-200,Engineering
Easwari Engineering College,Chennai,Tamil Nadu,151-200,Engineering
"G. H. Raisoni College of Engineering, Nagpur",Nagpur,Maharashtra,151-200,Engineering
G. L. A. University,Mathura,Uttar Pradesh,151-200,Engineering
G.L.Bajaj Institute of Technology and Management,Greater Noida,Uttar Pradesh,151-200,Engineering
Indian Institute of Information Technology Guwahati,Guwahati,Assam,151-200,Engineering
Indira Gandhi Delhi Technical University for Women,Delhi,Delhi,151-200,Engineering
Institute of Aeronautical Engineering,Hyderabad,Telangana,151-200,Engineering
